TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,QT_TEC_TOTAL,QT_TEC_FUNDAMENTAL_INCOMP_FEM,QT_TEC_FUNDAMENTAL_INCOMP_MASC,QT_TEC_FUNDAMENTAL_COMP_FEM,QT_TEC_FUNDAMENTAL_COMP_MASC,QT_TEC_MEDIO_FEM,QT_TEC_MEDIO_MASC,QT_TEC_SUPERIOR_FEM,QT_TEC_SUPERIOR_MASC,QT_TEC_ESPECIALIZACAO_FEM,QT_TEC_ESPECIALIZACAO_MASC,QT_TEC_MESTRADO_FEM,QT_TEC_MESTRADO_MASC,QT_TEC_DOUTORADO_FEM,QT_TEC_DOUTORADO_MASC,QT_DOC_TOTAL,QT_DOC_EXE,QT_DOC_EX_FEMI,QT_DOC_EX_MASC,QT_DOC_EX_SEM_GRAD,QT_DOC_EX_GRAD,QT_DOC_EX_ESP,QT_DOC_EX_MEST,QT_DOC_EX_DOUT,QT_DOC_EX_INT,QT_DOC_EX_INT_DE,QT_DOC_EX_INT_SEM_DE,QT_DOC_EX_PARC,QT_DOC_EX_HOR,QT_DOC_EX_0_29,QT_DOC_EX_30_34,QT_DOC_EX_35_39,QT_DOC_EX_40_44,QT_DOC_EX_45_49,QT_DOC_EX_50_54,QT_DOC_EX_55_59,QT_DOC_EX_60_MAIS,QT_DOC_EX_BRANCA,QT_DOC_EX_PRETA,QT_DOC_EX_PARDA,QT_DOC_EX_AMARELA,QT_DOC_EX_INDIGENA,QT_DOC_EX_COR_ND,QT_DOC_EX_BRA,QT_DOC_EX_EST,QT_DOC_EX_COM_DEFICIENCIA
1,5,135,3,7,4,5,37,33,16,17,6,5,1,0,1,0,190,182,87,95,0,0,24,108,50,27,0,27,40,115,2,12,24,43,27,25,28,21,131,5,34,0,0,12,181,1,0
3,5,199,3,7,7,9,31,46,41,24,17,12,0,2,0,0,256,256,148,108,0,0,105,88,63,8,0,8,241,7,4,18,19,31,29,19,43,93,173,1,13,1,0,68,256,0,0
3,5,199,3,7,7,9,31,46,41,24,17,12,0,2,0,0,23,23,5,18,0,0,8,10,5,2,0,2,9,12,0,0,0,5,8,3,3,4,14,2,4,0,0,3,23,0,0
3,5,199,3,7,7,9,31,46,41,24,17,12,0,2,0,0,65,65,26,39,0,0,9,22,34,4,0,4,32,29,0,3,9,10,11,12,9,11,50,1,9,0,0,5,65,0,0
3,5,199,3,7,7,9,31,46,41,24,17,12,0,2,0,0,30,30,7,23,0,0,3,15,12,0,0,0,18,12,0,0,1,0,5,4,5,15,22,1,7,0,0,0,30,0,0
3,5,199,3,7,7,9,31,46,41,24,17,12,0,2,0,0,23,19,9,10,0,0,3,7,9,1,0,1,12,6,0,0,4,5,5,2,1,2,13,1,1,0,0,4,19,0,0
3,5,44,0,0,0,2,7,12,4,11,6,2,0,0,0,0,65,61,19,42,0,0,4,41,16,2,1,1,28,31,0,1,3,2,10,11,11,23,40,3,6,0,0,12,60,1,1
3,5,35,0,0,1,1,2,6,12,2,6,0,2,2,0,1,110,58,30,28,0,0,3,37,18,6,0,6,5,47,3,9,10,8,10,7,6,5,47,1,1,0,0,9,58,0,0
3,5,51,0,0,2,2,5,6,11,9,8,6,0,2,0,0,65,65,25,40,0,0,0,27,38,8,0,8,14,43,0,2,8,17,14,13,5,6,54,1,4,5,0,1,63,2,0
3,4,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,6,5,2,3,0,0,2,1,2,1,0,1,3,1,0,0,0,1,1,0,1,2,2,1,0,0,0,2,5,0,0
1,4,374,1,8,1,5,110,101,50,23,15,8,16,18,11,7,715,715,313,402,0,0,32,409,274,248,0,248,118,349,23,60,116,138,121,97,90,70,667,9,30,9,0,0,713,2,0
2,5,203,0,1,2,3,30,12,50,0,68,0,25,0,12,0,97,93,44,49,0,0,30,44,19,19,0,19,42,32,1,2,10,12,18,9,24,17,67,2,4,1,0,19,93,0,1
2,5,122,0,3,5,12,29,14,33,14,6,4,1,0,1,0,158,155,71,84,0,0,20,88,47,37,0,37,44,74,3,5,22,17,20,33,25,30,154,0,1,0,0,0,155,0,0
1,5,672,2,4,22,22,207,159,133,68,27,10,10,4,4,0,547,547,265,282,0,0,84,203,260,189,0,189,185,173,7,57,83,112,88,57,65,78,521,1,17,8,0,0,546,1,3
2,5,449,2,3,12,7,54,54,48,47,26,20,25,65,33,53,108,102,34,68,0,0,0,32,70,30,0,30,22,50,0,2,17,21,23,15,11,13,87,2,9,2,0,2,101,1,0
3,4,47,0,2,0,0,14,6,10,2,3,3,2,3,1,1,12,12,6,6,0,0,4,7,1,0,0,0,10,2,0,1,4,2,1,2,0,2,8,0,3,0,0,1,12,0,0
2,5,18,0,0,0,0,3,4,5,6,0,0,0,0,0,0,51,40,21,19,0,0,0,31,9,9,0,9,9,22,2,2,9,5,4,10,3,5,25,1,5,1,0,8,40,0,0
2,7,66,0,0,1,0,10,5,24,19,1,5,0,0,1,0,178,178,77,101,0,0,39,83,56,55,1,54,71,52,0,5,16,31,41,42,23,20,157,0,5,0,0,16,178,0,0
3,5,11,0,0,0,0,1,4,5,1,0,0,0,0,0,0,48,41,7,34,0,0,16,19,6,3,0,3,5,33,2,0,3,3,11,6,8,8,39,0,1,0,0,1,41,0,1
3,5,21,0,0,0,0,8,1,7,5,0,0,0,0,0,0,18,18,8,10,0,0,4,12,2,1,0,1,7,10,0,0,0,1,4,5,4,4,10,0,1,0,0,7,18,0,0
1,4,687,1,0,6,6,181,140,162,99,46,24,4,8,6,4,666,666,330,336,0,0,52,347,267,226,0,226,147,293,19,57,94,124,112,94,93,73,501,10,125,7,0,23,665,1,0
2,5,142,0,0,1,0,10,13,56,24,22,15,0,0,1,0,185,179,87,92,0,0,37,99,43,41,5,36,55,83,4,9,34,30,25,26,30,21,113,0,3,2,1,60,179,0,0
2,5,894,4,3,9,5,329,60,182,69,110,72,19,13,11,8,334,334,164,170,0,0,47,121,166,69,0,69,218,47,1,8,19,44,45,31,53,133,306,2,5,10,0,11,331,3,0
2,5,224,3,9,1,10,29,48,78,46,0,0,0,0,0,0,143,142,68,74,0,0,22,70,50,38,0,38,73,31,0,13,13,21,15,14,25,41,133,0,4,1,0,4,140,2,0
1,5,181,4,2,3,2,45,30,52,22,9,5,2,4,0,1,262,262,130,132,0,0,4,119,139,158,0,158,104,0,2,6,12,32,39,40,34,97,246,0,4,8,0,4,259,3,1
3,5,17,0,0,0,0,1,3,5,3,3,2,0,0,0,0,68,66,35,31,0,0,15,32,19,2,0,2,14,50,0,0,2,6,4,17,18,19,60,0,4,2,0,0,65,1,0
3,4,95,1,0,3,1,22,15,18,16,4,4,2,3,2,4,149,149,66,83,0,0,15,70,64,9,0,9,63,77,1,9,14,17,14,24,26,44,123,2,7,5,0,12,147,2,1
1,5,108,8,8,4,5,25,29,14,9,2,0,2,1,0,1,108,105,41,64,0,0,3,52,50,19,0,19,37,49,2,10,16,21,15,9,10,22,70,3,23,0,0,9,104,1,0
2,4,131,0,0,2,0,16,13,43,15,25,8,4,2,1,2,280,280,144,136,0,0,41,148,91,50,0,50,175,55,7,53,65,49,31,26,26,23,230,7,37,5,1,0,278,2,6
3,5,7,0,0,0,0,4,0,2,1,0,0,0,0,0,0,20,14,6,8,0,0,1,9,4,0,0,0,14,0,0,2,1,2,3,1,4,1,13,0,1,0,0,0,14,0,0
2,5,56,2,4,2,10,10,7,7,4,6,2,1,0,0,1,127,126,45,81,0,0,49,48,29,22,0,22,28,76,7,7,17,20,19,20,19,17,95,2,8,2,0,19,125,1,0
2,4,12,0,0,0,0,3,3,2,1,2,0,1,0,0,0,15,15,5,10,0,0,1,9,5,3,0,3,12,0,0,3,2,2,1,3,1,3,12,0,2,0,0,1,15,0,0
3,5,21,0,2,1,3,1,5,3,3,1,2,0,0,0,0,59,57,23,34,0,0,16,31,10,0,0,0,57,0,3,4,4,11,12,4,6,13,45,2,4,0,0,6,57,0,0
2,5,90,0,2,9,1,13,4,29,21,4,1,2,2,0,2,174,172,61,111,0,5,9,100,58,40,0,40,62,70,6,33,42,33,18,22,14,4,149,1,5,2,0,15,172,0,0
1,5,105,0,0,0,0,17,13,43,17,6,3,4,0,1,1,154,140,67,73,0,0,8,68,64,40,1,39,12,88,8,13,15,19,20,17,19,29,111,1,5,2,0,21,139,1,4
2,5,216,8,1,9,6,65,40,41,16,18,4,5,1,1,1,98,98,49,49,0,0,19,62,17,30,0,30,53,15,1,6,24,16,17,19,7,8,63,1,14,2,0,18,98,0,0
3,4,26,1,1,1,2,6,4,5,2,3,1,0,0,0,0,53,52,14,38,0,0,36,13,3,4,4,0,13,35,2,8,8,8,4,5,3,14,49,1,0,2,0,0,52,0,0
1,5,1016,45,85,46,70,191,265,115,97,35,29,15,16,4,3,608,608,322,286,0,0,17,299,292,249,0,249,277,82,10,68,104,114,93,88,60,71,51,3,6,3,0,545,608,0,5
1,5,263,0,2,0,2,28,18,108,50,29,17,3,4,1,1,289,285,134,151,0,0,50,95,140,95,10,85,31,159,2,15,38,40,56,46,38,50,265,3,9,5,0,3,280,5,0
3,5,30,0,1,1,1,5,4,10,6,1,1,0,0,0,0,32,30,6,24,0,0,3,14,13,2,0,2,6,22,0,0,2,3,9,4,8,4,19,0,1,0,0,10,30,0,0
2,5,471,11,12,31,21,121,158,58,38,13,4,3,1,0,0,585,512,258,254,0,0,109,286,117,174,2,172,210,128,28,47,80,81,94,75,48,59,316,52,122,0,0,22,509,3,0
3,5,48,1,3,0,6,3,6,16,4,2,7,0,0,0,0,25,25,9,16,0,0,7,15,3,5,2,3,0,20,0,2,2,4,6,5,4,2,11,1,4,0,0,9,25,0,0
3,5,95,0,1,4,5,24,13,25,15,3,5,0,0,0,0,119,113,46,67,0,0,17,52,44,13,0,13,65,35,0,5,13,14,20,17,13,31,90,0,5,0,0,18,113,0,0
3,5,60,5,3,1,1,12,5,14,7,7,1,2,1,1,0,79,79,41,38,0,0,36,23,20,20,0,20,49,10,4,12,26,17,8,5,3,4,72,0,2,0,0,5,79,0,0
3,5,53,7,2,0,1,4,4,11,4,11,4,4,0,0,1,47,43,9,34,0,0,14,19,10,3,0,3,18,22,0,2,1,6,10,8,8,8,33,2,7,1,0,0,43,0,1
3,5,37,0,0,0,0,6,2,5,0,7,0,6,6,2,3,133,132,79,53,0,2,28,80,22,9,0,9,25,98,5,24,29,25,16,11,13,9,129,0,1,0,0,2,132,0,0
1,5,712,5,4,14,7,175,113,157,68,88,38,24,14,4,1,432,425,224,201,0,0,23,204,198,146,1,145,108,171,7,31,59,82,53,59,76,58,413,2,9,0,0,1,422,3,6
2,5,167,0,0,7,2,46,14,54,28,5,9,2,0,0,0,182,166,94,72,0,0,59,75,32,12,0,12,87,67,2,8,18,22,28,35,24,29,140,1,3,1,0,21,165,1,2
1,4,592,0,0,2,0,77,55,164,63,97,42,28,28,25,11,523,523,297,226,0,0,106,260,157,95,0,95,261,167,52,135,107,88,55,35,28,23,450,13,45,15,0,0,522,1,10
3,5,11,0,0,0,0,1,0,1,2,5,2,0,0,0,0,25,23,10,13,0,0,12,7,4,2,0,2,6,15,1,2,3,3,4,3,5,2,22,1,0,0,0,0,23,0,1
3,5,165,1,3,4,0,16,7,34,35,18,9,14,16,2,6,101,101,40,61,0,0,36,40,25,4,0,4,80,17,1,11,14,7,17,14,14,23,85,1,1,0,0,14,101,0,0
2,5,223,4,8,14,16,22,22,27,17,24,17,21,16,6,9,273,273,129,144,0,0,107,117,49,78,0,78,114,81,6,26,36,56,61,36,20,32,211,4,26,0,0,32,273,0,0
1,5,846,15,5,4,9,123,100,242,171,39,51,21,29,17,20,1661,1636,810,826,0,0,317,589,730,658,0,658,346,632,25,197,270,322,288,194,156,184,1324,19,83,30,1,179,1630,6,23
1,5,346,6,5,14,21,85,78,53,27,25,8,5,9,4,6,445,404,207,197,0,0,111,157,136,131,0,131,152,121,14,54,83,80,59,33,36,45,233,3,23,3,2,140,401,3,0
1,4,3871,76,36,4,9,1110,548,1156,434,281,81,73,34,18,11,3879,3877,1907,1970,0,0,683,1909,1285,1840,0,1840,1014,1023,63,299,497,708,691,583,474,562,3348,86,372,68,3,0,3855,22,10
1,5,655,23,89,29,69,145,152,78,54,8,8,0,0,0,0,751,705,313,392,0,0,244,336,125,236,0,236,318,151,2,63,105,143,105,91,68,128,92,6,26,2,0,579,704,1,1
3,5,12,0,0,0,0,0,2,1,1,1,4,1,1,1,0,41,30,13,17,0,0,7,18,5,0,0,0,2,28,0,1,3,4,7,7,3,5,24,1,1,0,0,4,30,0,0
2,5,110,1,6,8,7,17,25,14,7,4,4,6,8,2,1,181,170,89,81,0,0,29,100,41,11,0,11,56,103,0,19,28,33,29,26,15,20,128,3,26,0,0,13,170,0,0
1,5,1799,10,11,7,3,363,358,436,290,173,90,25,27,2,4,2008,1854,825,1029,0,0,160,804,890,576,0,576,737,541,45,141,240,221,299,279,255,374,972,26,112,3,0,741,1853,1,13
3,4,16,0,0,0,0,2,1,4,1,5,2,1,0,0,0,34,30,21,9,0,0,14,10,6,5,0,5,10,15,0,1,7,5,3,6,4,4,14,0,6,0,0,10,30,0,0
2,4,401,0,0,5,2,102,50,88,41,40,20,30,13,8,2,247,247,135,112,0,0,24,140,83,48,13,35,100,99,8,36,46,53,53,36,11,4,143,5,50,0,0,49,247,0,0
2,4,324,2,4,3,6,125,94,33,15,10,0,14,7,7,4,716,716,384,332,0,0,133,371,212,353,0,353,295,68,8,101,151,184,126,69,45,32,558,18,139,1,0,0,715,1,0
3,5,136,7,6,8,3,46,28,17,14,3,1,2,0,0,1,18,18,6,12,0,0,0,15,3,8,0,8,10,0,0,2,4,3,2,3,1,3,8,0,2,0,0,8,18,0,0
3,5,15,0,0,2,3,2,0,1,2,5,0,0,0,0,0,52,34,12,22,0,0,13,19,2,2,0,2,6,26,0,2,5,4,3,8,4,8,26,0,2,0,0,6,34,0,0
2,4,227,1,7,2,2,77,67,18,13,6,7,7,12,4,4,442,442,248,194,0,0,79,201,162,230,0,230,160,52,5,57,88,118,92,30,30,22,356,9,76,1,0,0,442,0,0
3,5,274,0,1,4,3,62,55,82,29,19,9,6,2,2,0,395,386,198,188,0,0,42,225,119,57,0,57,310,19,0,35,79,87,47,49,40,49,279,1,88,1,0,17,384,2,1
2,4,163,0,0,2,0,39,29,52,19,17,2,1,1,1,0,504,504,287,217,0,0,91,240,173,138,0,138,299,67,14,83,118,109,65,51,33,31,78,2,347,2,1,74,499,5,1
3,5,62,1,1,2,2,17,7,13,8,5,1,3,0,0,2,102,93,30,63,0,0,4,39,50,11,2,9,60,22,0,1,9,17,14,10,11,31,67,0,3,2,0,21,93,0,0
1,4,311,4,2,19,29,88,78,35,41,7,6,2,0,0,0,369,369,197,172,0,0,64,183,122,159,0,159,108,102,8,28,51,54,57,48,40,83,303,1,7,4,0,54,368,1,0
2,5,24,1,2,2,2,4,4,5,1,2,0,0,1,0,0,56,56,23,33,0,0,16,28,12,11,0,11,39,6,0,2,5,3,9,10,13,14,49,1,4,2,0,0,56,0,0
3,5,8,0,0,0,0,1,0,4,3,0,0,0,0,0,0,9,9,6,3,0,1,2,3,3,6,3,3,0,3,0,0,2,4,1,0,1,1,7,0,0,0,0,2,9,0,0
3,4,73,1,0,6,1,21,13,11,4,5,2,4,0,3,2,9,9,7,2,0,0,0,3,6,1,1,0,4,4,0,1,2,3,0,2,1,0,4,3,2,0,0,0,9,0,0
3,5,8,0,0,0,0,3,1,2,1,1,0,0,0,0,0,31,26,16,10,0,0,12,7,7,5,0,5,12,9,0,1,0,2,7,3,6,7,18,1,3,2,1,1,25,1,0
1,2,1250,1,8,0,1,215,132,379,164,204,99,30,7,7,3,938,926,496,430,0,0,103,347,476,797,189,608,129,0,2,37,90,148,182,182,149,136,23,3,864,0,0,36,925,1,0
3,5,7,0,0,0,0,3,1,2,0,1,0,0,0,0,0,18,18,5,13,0,0,2,8,8,4,3,1,9,5,0,0,0,2,6,6,3,1,18,0,0,0,0,0,17,1,0
3,5,5,1,1,0,0,0,0,1,1,1,0,0,0,0,0,18,14,6,8,0,0,2,7,5,0,0,0,0,14,0,0,0,1,3,4,3,3,9,1,0,0,0,4,14,0,0
3,4,14,1,0,1,0,3,3,6,0,0,0,0,0,0,0,5,5,1,4,0,0,2,2,1,1,0,1,2,2,0,0,0,0,1,1,1,2,4,0,0,0,0,1,5,0,0
3,5,36,0,0,2,5,0,0,11,4,10,3,0,1,0,0,35,35,18,17,0,0,4,10,21,4,4,0,14,17,0,1,8,7,6,2,2,9,29,3,0,0,1,2,33,2,0
2,5,840,3,2,9,14,214,170,133,99,66,53,34,23,10,10,613,613,300,313,0,0,74,332,207,134,0,134,164,315,11,55,102,124,102,97,57,65,443,5,26,4,0,135,610,3,3
1,5,851,22,16,24,10,190,205,99,93,91,77,6,16,2,0,693,685,349,336,0,0,70,338,277,325,16,309,296,64,11,79,110,114,95,88,86,102,469,13,95,21,0,87,680,5,0
2,4,365,0,0,1,0,44,37,98,36,67,31,20,14,11,6,284,284,140,144,0,0,83,107,94,22,0,22,137,125,8,26,45,50,53,42,25,35,224,15,39,5,1,0,283,1,9
1,4,636,0,0,0,3,24,33,38,20,58,48,149,110,85,68,779,779,447,332,0,0,169,397,213,297,0,297,152,330,72,156,157,147,89,58,46,54,308,2,454,0,1,14,779,0,0
1,5,794,12,15,27,42,184,98,180,98,45,54,10,13,5,11,412,412,201,211,0,0,115,176,121,149,0,149,232,31,8,52,71,79,72,56,37,37,130,5,49,4,0,224,410,2,1
1,4,586,0,0,0,3,206,118,123,45,44,17,19,4,3,4,389,389,209,180,0,0,85,175,129,178,0,178,101,110,6,44,76,97,64,40,33,29,372,9,8,0,0,0,389,0,0
2,4,48,0,1,1,1,4,3,15,10,7,6,0,0,0,0,205,204,121,83,0,0,31,116,57,48,0,48,103,53,4,22,34,39,34,31,22,18,71,0,27,2,1,103,204,0,3
1,5,452,37,21,17,16,89,60,101,56,31,13,6,4,1,0,268,267,139,128,0,2,13,134,118,108,0,108,128,31,9,17,37,56,51,31,29,37,188,4,43,7,0,25,266,1,0
2,4,197,0,0,0,0,16,11,27,17,21,17,41,28,10,9,106,106,51,55,0,0,3,45,58,21,0,21,44,41,2,14,30,27,17,8,4,4,22,4,16,2,0,62,106,0,1
1,4,710,2,8,7,11,150,156,155,103,57,41,4,13,1,2,582,579,335,244,0,0,115,257,207,151,0,151,277,151,13,114,119,109,101,54,32,37,86,8,480,3,1,1,572,7,9
2,5,357,0,0,10,11,39,29,100,74,48,35,6,4,0,1,743,737,330,407,0,0,148,344,245,149,0,149,310,278,15,76,108,123,138,98,77,102,483,21,173,3,2,55,731,6,6
1,5,386,0,1,0,0,88,59,103,64,47,12,6,4,1,1,401,399,192,207,0,0,79,146,174,167,0,167,85,147,13,46,71,75,68,52,25,49,149,5,169,2,0,74,390,9,3
3,5,72,2,5,1,5,12,9,16,10,5,6,0,1,0,0,146,117,42,75,0,0,42,50,25,2,0,2,30,85,4,14,9,21,18,12,15,24,65,4,47,1,0,0,114,3,0
3,5,25,3,2,5,2,4,2,4,2,1,0,0,0,0,0,112,82,29,53,0,0,12,57,13,0,0,0,1,81,1,2,7,15,10,13,10,24,26,0,33,0,0,23,82,0,0
1,2,291,0,0,15,50,23,48,60,59,20,16,0,0,0,0,952,890,443,447,0,4,70,210,606,863,642,221,27,0,1,35,138,141,99,84,123,269,425,24,206,2,2,231,888,2,3
3,5,67,1,6,2,4,11,9,15,6,5,4,1,1,2,0,71,71,34,37,0,0,1,37,33,35,0,35,36,0,1,2,13,15,7,13,10,10,27,2,40,1,0,1,71,0,0
3,5,419,7,2,23,12,77,78,79,59,33,24,11,4,5,5,387,387,178,209,0,0,31,39,317,35,0,35,340,12,2,9,30,36,51,54,61,144,329,3,14,20,0,21,385,2,0
3,4,14,1,0,1,0,3,3,6,0,0,0,0,0,0,0,10,9,3,6,0,0,3,5,1,6,0,6,1,2,0,0,0,2,3,0,3,1,4,0,1,0,0,4,9,0,0
1,4,455,0,0,5,3,116,66,104,77,50,27,4,2,0,1,506,501,277,224,0,0,14,243,244,184,0,184,202,115,12,31,65,83,70,63,85,92,408,10,65,1,0,17,496,5,3
1,4,160,0,1,0,1,35,25,34,29,13,14,4,3,0,1,281,256,119,137,0,0,35,101,120,125,0,125,104,27,8,19,32,32,49,45,46,25,229,2,21,4,0,0,255,1,5
1,5,685,5,11,16,15,81,67,177,87,117,67,25,9,7,1,812,776,420,356,0,0,138,383,255,175,0,175,128,473,33,92,152,152,110,81,84,72,674,6,12,2,0,82,773,3,6
1,5,185,0,0,1,4,26,33,46,36,26,7,3,0,2,1,419,415,250,165,0,0,50,183,182,199,0,199,146,70,7,48,81,102,70,46,23,38,121,0,1,0,0,293,415,0,0
2,5,436,29,21,26,38,99,75,52,27,39,15,9,3,2,1,308,308,190,118,0,0,71,163,74,41,37,4,182,85,24,50,64,47,46,32,26,19,202,6,86,14,0,0,306,2,2
3,2,195,1,0,7,5,37,24,63,21,18,10,8,0,0,1,192,192,85,107,0,0,55,41,96,91,45,46,101,0,0,2,4,19,15,18,38,96,183,1,1,7,0,0,192,0,6
3,5,7,0,0,0,0,2,0,0,2,1,2,0,0,0,0,20,20,4,16,0,0,11,6,3,0,0,0,0,20,2,2,3,1,3,4,5,0,17,0,2,0,0,1,20,0,1
3,5,165,0,0,0,1,27,27,33,16,11,12,9,4,12,13,313,307,150,157,0,0,129,104,74,12,0,12,154,141,3,21,39,69,55,35,37,48,145,3,25,5,0,129,301,6,0
3,5,23,0,0,0,0,3,0,2,3,7,3,3,0,0,2,38,38,21,17,0,0,14,17,7,1,0,1,10,27,5,5,9,7,2,3,4,3,31,0,7,0,0,0,38,0,0
1,5,963,32,52,44,52,177,114,207,95,100,55,13,17,4,1,675,672,344,328,0,0,282,283,107,230,0,230,33,409,61,121,130,130,104,67,33,26,634,3,27,4,0,4,672,0,5
3,5,5,0,0,0,0,0,0,2,1,2,0,0,0,0,0,93,88,36,52,0,1,37,30,20,0,0,0,5,83,15,12,10,15,15,7,7,7,56,1,4,3,0,24,88,0,0
3,5,108,0,0,3,8,19,32,32,12,0,0,0,1,0,1,102,98,49,49,0,0,17,29,52,46,0,46,38,14,7,10,21,19,13,10,6,12,79,2,3,6,0,8,98,0,0
3,4,19,0,0,0,0,5,2,7,1,2,1,1,0,0,0,45,42,9,33,0,0,11,24,7,4,0,4,1,37,0,4,8,11,7,3,3,6,40,1,1,0,0,0,42,0,0
1,7,109,0,1,4,5,12,12,20,10,23,15,6,1,0,0,317,317,163,154,0,0,105,149,63,72,66,6,160,85,12,55,56,55,49,26,38,26,317,0,0,0,0,0,317,0,0
1,5,152,3,9,8,5,31,25,35,26,7,0,2,0,0,1,143,143,89,54,0,0,6,73,64,47,0,47,21,75,7,28,22,24,24,10,14,14,140,0,1,0,0,2,143,0,3
2,4,350,2,1,4,2,116,71,53,29,27,12,13,14,6,0,229,229,127,102,0,0,48,101,80,73,0,73,9,147,7,63,72,36,29,6,5,11,229,0,0,0,0,0,227,2,0
1,5,700,8,6,20,20,194,102,139,80,73,39,9,8,1,1,689,638,319,319,0,0,153,305,180,212,0,212,324,102,12,55,67,107,97,89,108,103,612,6,16,2,1,1,633,5,4
2,4,117,0,0,5,3,35,24,0,0,32,12,4,1,1,0,83,83,41,42,0,0,45,31,7,11,1,10,59,13,15,16,18,12,11,5,5,1,41,7,22,1,0,12,83,0,0
2,5,47,2,3,0,3,13,16,4,3,3,0,0,0,0,0,91,91,47,44,0,0,13,46,32,37,1,36,47,7,0,5,12,13,9,21,15,16,64,2,21,3,0,1,90,1,0
2,5,28,0,0,0,0,4,7,5,2,7,3,0,0,0,0,146,146,68,78,0,0,26,73,47,59,0,59,77,10,2,13,26,25,18,23,22,17,112,4,25,3,0,2,146,0,1
2,5,140,10,10,10,10,10,10,10,10,10,10,10,10,10,10,233,232,133,99,0,0,33,113,86,93,1,92,118,21,6,21,33,60,35,30,30,17,179,8,32,2,0,11,232,0,1
3,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,17,5,12,0,0,9,4,4,0,0,0,0,17,1,1,1,1,3,4,1,5,17,0,0,0,0,0,17,0,0
2,5,70,0,0,0,0,20,11,18,14,2,2,1,1,0,1,54,54,18,36,0,0,4,38,12,18,0,18,30,6,0,6,6,6,13,5,8,10,35,2,6,2,0,9,54,0,0
1,4,403,0,0,1,4,33,36,131,41,69,39,25,12,9,3,582,582,278,304,0,0,168,279,135,78,0,78,287,217,25,69,87,95,100,70,71,65,465,22,84,8,3,0,581,1,8
1,5,34,0,0,0,0,14,8,9,2,0,0,0,1,0,0,97,88,46,42,0,0,6,33,49,51,0,51,28,9,1,8,12,28,20,8,2,9,55,3,7,4,1,18,86,2,0
2,5,106,0,0,0,5,18,17,14,25,13,12,0,2,0,0,353,299,120,179,0,0,31,126,142,66,0,66,4,229,1,9,17,36,41,48,38,109,290,1,2,6,0,0,299,0,0
1,4,1527,2,0,5,3,513,290,277,174,112,72,25,23,16,15,900,900,451,449,0,0,152,448,300,347,0,347,120,433,13,121,176,184,139,98,85,84,894,3,3,0,0,0,899,1,0
1,4,572,4,6,7,19,129,105,86,66,63,41,15,12,8,11,572,571,320,251,0,0,207,218,146,193,0,193,348,30,11,67,81,107,106,76,74,49,182,16,31,0,0,342,569,2,1
2,5,59,0,1,0,3,8,5,19,11,5,4,1,2,0,0,54,54,20,34,0,0,9,36,9,15,0,15,14,25,2,5,7,10,11,7,6,6,39,0,8,0,0,7,54,0,0
3,5,59,0,1,0,3,8,5,19,11,5,4,1,2,0,0,28,28,19,9,0,0,8,15,5,4,1,3,11,13,0,2,5,6,5,3,2,5,20,1,5,0,0,2,28,0,0
3,5,314,11,23,2,8,46,35,43,20,84,35,5,2,0,0,358,354,208,146,0,0,60,182,112,98,0,98,224,32,7,18,50,53,39,56,49,82,299,1,12,3,0,39,349,5,0
2,5,317,0,0,9,9,54,59,92,46,31,14,2,1,0,0,423,420,227,193,0,0,117,167,136,79,0,79,302,39,11,42,57,52,55,56,58,89,300,5,24,1,1,89,415,5,3
1,5,183,1,2,0,3,20,35,66,33,6,7,3,4,1,2,491,491,247,244,0,0,117,235,139,180,0,180,105,206,30,77,102,86,73,51,28,44,339,6,132,2,3,9,489,2,0
1,5,474,0,0,0,0,133,50,165,45,52,10,10,8,1,0,714,710,328,382,0,0,246,292,172,224,0,224,230,256,37,92,116,128,97,82,72,86,639,9,9,0,0,53,708,2,6
2,5,107,8,8,3,4,11,10,27,15,14,6,0,1,0,0,42,42,16,26,0,0,7,24,11,16,0,16,22,4,0,0,1,1,7,8,4,21,35,0,5,0,0,2,42,0,0
2,5,386,0,18,4,13,94,64,97,44,22,17,6,6,1,0,319,319,132,187,0,0,24,157,138,97,0,97,216,6,3,5,29,49,67,50,49,67,215,6,45,0,0,53,315,4,0
2,5,285,8,4,30,15,55,26,30,59,10,11,8,16,8,5,213,213,104,109,0,0,33,108,72,86,0,86,127,0,2,31,49,43,23,21,20,24,106,6,9,0,0,92,212,1,1
2,5,18,0,0,0,0,1,0,6,1,2,1,3,3,0,1,44,44,23,21,0,0,11,28,5,18,0,18,2,24,0,1,4,12,8,6,8,5,33,1,6,1,0,3,43,1,0
3,5,7,0,2,0,0,1,0,1,0,2,0,0,0,1,0,3,3,2,1,0,0,0,1,2,1,0,1,2,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,3,0,0
1,5,393,5,4,6,3,116,46,85,30,33,18,19,13,9,6,665,665,312,353,0,0,143,303,219,272,0,272,243,150,7,53,83,98,134,106,92,92,660,3,2,0,0,0,662,3,0
